Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
内戦,ないせん,naisen,danh từ,nội chiến,,civil war,
内職,ないしょく,naishoku,động từ,nghề tay trái,,side job (outside of one's main employment); side gig; side hustle,
内装,ないそう,naisou,động từ,nội bộ; nội thất,,interior design; interior; upholstery,
ナイス,,naisu,tính từ na,xinh; hay ho; tử tế; đàng hoàng,,nice; good; well-executed,
内偵,ないてい,naitei,động từ,hướng đạo,,secret investigation; private enquiry; private inquiry,
ナイト,,naito,danh từ,hiệp sĩ; kị sĩ; mã,,knight,
ないと行けません,ないといけません,naitoikemasen,cụm từ,phải; được; tua,,have to (verb); must (verb),
ないと行けない,ないといけない,naitoikenai,cụm từ,phải; được; tua; tất yếu,,have to (verb); must (verb),
ナイトクラブ,,naitokurabu,danh từ,hộp đêm,,nightclub,
内野,ないや,naiya,danh từ,hột xoàn; kim cương; xoàn,,infield; diamond,
内臓,ないぞう,naizou,danh từ,nội tạng,,internal organs; viscera,
馴染む,なじむ,najimu,động từ,kèm; vừa; trùng khớp; thuận,,to become familiar with; to get used to; to become accustomed to,
中でも,なかでも,nakademo,cụm từ,giữa; vũ công; kinh lạc,,among (other things); especially; particularly,
仲買,なかがい,nakagai,danh từ,mại bản; môi giới; cò,,brokerage; broker,
仲間たち,なかまたち,nakamatachi,danh từ,bằng hữu; bạn bè; đồng chí; bạn,,companions; friends; comrades,
中にも,なかにも,nakanimo,cụm từ,giữa; vũ công; kinh lạc; đồng loạt,,among (other things); especially; particularly,
中継ぎ,なかつぎ,nakatsugi,động từ,hỗn hợp; khớp; khớp xương; mắt,,joining; joint,
仲良く,なかよく,nakayoku,trạng từ,ngon; hoà; khoái chí; chan hoà,,on good terms (with); on friendly terms (with); (getting along) well,
なければならない,,nakerebanaranai,cụm từ,phải; nên; tua; được,,have to do; must; should,
亡骸,なきがら,nakigara,danh từ,xác; xác chết; hài cốt; thi hài,,remains; corpse; (dead) body,
泣き声,なきごえ,nakigoe,danh từ,hô; khóc; la; tố hộ,,cry (e.g. of a baby); sob; whine,
鳴き声,なきごえ,nakigoe,danh từ,hô; khóc; la; tố hộ,,cry (of an animal); call; chirp,
無くちゃいけない,なくちゃいけない,nakuchaikenai,cụm từ,tất yếu; thiết yếu,,cannot do without something; indispensable; absolutely necessary,
無くてはいけません,なくてはいけません,nakutehaikemasen,cụm từ,tất yếu; thiết yếu,,cannot do without something; indispensable; absolutely necessary,
無くてはいけない,なくてはいけない,nakutehaikenai,cụm từ,tất yếu; thiết yếu,,cannot do without something; indispensable; absolutely necessary,
無くてはならない,なくてはならない,nakutehanaranai,cụm từ,tất yếu; thiết yếu,,cannot do without something; indispensable; absolutely necessary,
無きゃいけない,なきゃいけない,nakyaikenai,cụm từ,tất yếu; thiết yếu,,cannot do without something; indispensable; absolutely necessary,
生々しい,なまなましい,namanamashii,tính từ i,tươi; tươi sống; mới mẻ; nóng,,"vivid (memory, description, etc.); fresh; graphic",
生ぬるい,なまぬるい,namanurui,tính từ i,hờ hững; hững hờ; lãnh đạm; thờ ơ,,lukewarm; tepid,
訛り,なまり,namari,danh từ,giọng; tiếng; dấu nhấn; khẩu âm,,accent (of one's speech),
舐める,なめる,nameru,động từ,liếm; bú; hút; nút,,to lick; to lap; to suck,
涙ぐましい,なみだぐましい,namidagumashii,tính từ i,mùi mẫn; nên thơ; sâu cay; đau đớn,,touching; moving; painful,
南部,なんぶ,nanbu,danh từ,nam,,southern part; the south (of a region),
何百,なんびゃく,nanbyaku,danh từ,trăm,,hundreds,
難題,なんだい,nandai,danh từ,thách thức; thử thách; cam go,,difficult problem; challenge,
難易,なんい,nani,danh từ,chông gai; khúc mắc; cam go; khó khăn,,(relative) difficulty,
何人,なにびと,nanibito,đại từ,ai; ma,,anyone; any person; whoever,
何気なく,なにげなく,nanigenaku,cụm từ,vô ý; ngẫu; vô tình; lỡ,,unintentionally; calmly; inadvertently,
何事,なにごと,nanigoto,danh từ,gì; chi; hả; hử,,what; what sort of thing,
何も,なにも,nanimo,cụm từ,gì; ất giáp; sốt; bất cứ,,(not) anything; (nothing) at all; (not) any,
何者,なにもの,nanimono,danh từ,ai,,who; what kind of person,
何しろ,なにしろ,nanishiro,trạng từ,nói gì thì nói; bất luận; vì chưng; bởi chưng,,in any case; at any rate; anyhow,
何卒,なにとぞ,nanitozo,trạng từ,chiều chuộng; vừa; phúc hậu,,please; kindly; I beg of you,
何やら,なにやら,naniyara,trạng từ,cái gì,,something; some kind of,
何より,なにより,naniyori,cụm từ,số dách; tinh hoa; tối ưu; tinh tế,,above anything else; above all; more than anything,
軟弱,なんじゃく,nanjaku,tính từ na,gót chân A-sin; nhược điểm; khuyết điểm; yếu kém,,weakness,
何十,なんじゅう,nanjuu,danh từ,chục; mười; nạp; lố,,(several) tens; dozens; scores (of),
難解,なんかい,nankai,tính từ na,tối nghĩa; huyền diệu,,difficult to understand; unintelligible; abstruse,
難関,なんかん,nankan,danh từ,rào cản; chắn; chông gai; trở lực,,barrier; obstacle; difficulty,
軟骨,なんこつ,nankotsu,danh từ,sụn,,cartilage,
何なのか,なんなのか,nannanoka,cụm từ,sao,,what is it (that); the meaning of something; what something is about,
何年,なんねん,nannen,danh từ,bao lâu,,how many years; how long,
何にも,なんにも,nannimo,trạng từ,gì; ất giáp; sốt; phàm,,(not) anything; (nothing) at all; (not) any,
名乗る,なのる,nanoru,động từ,tự xưng,,to give one's name (as); to introduce oneself (as),
軟派,ナンパ,nanpa,danh từ,dân chơi,,seducer; smooth talker; ladies' man,
南方,なんぽう,nanpou,danh từ,nam,,the south; southward; southern direction,
何ら,なんら,nanra,trạng từ,sốt; hề; sất,,(not) in any way; (not) at all; (none) whatsoever,
軟式,なんしき,nanshiki,danh từ,mềm; dễ dãi; mềm nhũn; nhu,,"soft (esp. of softball, tennis, etc.)",
なんて,,nante,trợ từ,chưng; ngỡ; kia; cho là,,things like; something like; someone like,
何て,なんて,nante,tính từ,thế nào; ra sao; răng; sao,,how ...!; what ...!,
難点,なんてん,nanten,danh từ,tì vết; nhược điểm; khuyết tật; khuyết điểm,,fault; weakness; flaw,
何と,なんと,nanto,trạng từ,thế nào; ra sao; răng; sao,,what; how,
何という,なんという,nantoiu,cụm từ,thế nào; ra sao; làm sao; biết mấy,,"how (beautiful, etc.); what a ...",
何と言うか,なんというか,nantoiuka,cụm từ,thích; hâm mộ; ưa thích; ham chuộng,,"how should I put it?; what shall I say?; well, you know",
何とも,なんとも,nantomo,trạng từ,kinh khủng; khiếp; chết; sì,,really; very; extremely,
何となく,なんとなく,nantonaku,trạng từ,thế nào,,somehow or other; for some reason or another; without knowing why,
尚,なお,nao,trạng từ,vẫn; vẫn còn; hãy; còn,,still; yet,
尚且つ,なおかつ,naokatsu,trạng từ,cũng như; ngoài ra; hơn nữa; với lại,,besides; furthermore; on top of that,
尚更,なおさら,naosara,trạng từ,càng,,still more; even more; all the more,
直し,なおし,naoshi,danh từ,chữa; sửa; sửa chữa; sửa sang,,correction; rectification,
治す,なおす,naosu,động từ,chữa bệnh; chữa trị; trị; chữa,,to cure; to heal,
等閑,なおざり,naozari,danh từ,bỏ bê; chểnh mảng; hắt hủi; lãng quên,,neglect; negligence; disregard,
ナップザック,,nappuzakku,danh từ,ba lô,,knapsack; rucksack; backpack,
なら,,nara,trợ từ,gián hoặc; giả như; nhược bằng; còn,,if; in case; if it is the case that,
並び,ならび,narabi,danh từ,hàng ngũ; hàng; đường dây; nét,,line; row; rank,
並び替える,ならびかえる,narabikaeru,động từ,chỉnh đốn; chấn chỉnh; cải tổ; dàn,,to reorganize; to rearrange; to put (things) in order,
ならない,,naranai,cụm từ,kinh khủng; khiếp; ghê; chết,,cannot help (feeling); unbearably; awfully,
ナレーター,,nareta,danh từ,người dẫn truyện,,narrator,
なり,,nari,trợ từ,chẳng hạn; hoặc; âu là; hay,,or something; for instance ... (though there are other suitable options),
鳴り,なり,nari,danh từ,thanh âm; thanh; âm thanh; tiếng động,,ringing; sound,
成金,なりきん,narikin,danh từ,nhà giàu mới nổi,,upstart; nouveau riche; new money,
成り行き,なりゆき,nariyuki,danh từ,cứu cánh; khoá học; diễn tiến; chiều,,course (of events); development; progress,
成る,なる,naru,động từ,được; đạt; ngả về; trở nên,,to become; to get; to grow,
成る程,なるほど,naruhodo,thán từ,à; quả nhiên; thực sự,,I see; that's right; indeed,
為さい,なさい,nasai,trợ động từ,hãy; có; làm; mần,,do ...,
情け深い,なさけぶかい,nasakebukai,tính từ i,nhân văn; từ bi; từ thiện; nhân ái,,tender-hearted; compassionate; charitable,
情けない,なさけない,nasakenai,tính từ i,lầm than; khốn cùng; khốn khổ; khốn đốn,,miserable; pitiable; shameful,
ナーサリー,,nasari,danh từ,vườn ươm,,nursery,
為さる,なさる,nasaru,động từ,làm; mần; hãy; có,,to do,
無しには,なしには,nashiniha,cụm từ,vô,,without,
成し遂げる,なしとげる,nashitogeru,động từ,làm nên; hoàn thiện; tiến hành; vào,,to accomplish; to achieve; to complete,
ナショナリズム,,nashonarizumu,danh từ,chủ nghĩa dân tộc; dân tộc chủ nghĩa,,nationalism,
ナショナル,,nashonaru,tính từ,toàn quốc; quốc gia,,national,
ナッシング,,nasshingu,danh từ,có gì đâu; không có gì; cặc; không,,nothing,
ナース,,nasu,danh từ,điều dưỡng viên; chắt chiu,,nurse,
成す,なす,nasu,động từ,tạo; tạo dựng; hình thành; thiết lập,,to form; to make; to constitute,
茄子,なす,nasu,danh từ,cà dái dê; cà tím,,eggplant (Solanum melongena); aubergine,
ナトリウム,,natoriumu,danh từ,natri,,sodium (Na),
懐かしむ,なつかしむ,natsukashimu,động từ,nhớ nhung; nuối tiếc; thương nhớ; tiếc nuối,,"to yearn for (someone, something); to miss",
ナット,,natto,danh từ,hạt; đậu; ốc,,nut (as in nut and bolt),
ナウ,,nau,tính từ na,tân thời; ở; rày; trong,,trendy; in; now,
縄張り,なわばり,nawabari,danh từ,cương vực; cõi; quyền hạn; tập xác định,,stretching a rope around; roping off; cordoning off,
縄跳び,なわとび,nawatobi,danh từ,nhảy dây,,skipping rope; jump rope,
納屋,なや,naya,danh từ,chòi,,barn (for storage); shed; outbuilding,
何故,なぜ,naze,trạng từ,hà cớ; làm sao; sao; răng,,why; how; for what reason,
何故なら,なぜなら,nazenara,liên từ,bởi chưng; vì chưng; bởi lẽ; bởi vì,,because; the reason is; if you want to know why,
何故ならば,なぜならば,nazenaraba,liên từ,vì chưng; bởi chưng; bởi lẽ; bởi vì,,because; for; the reason why is ...,
謎々,なぞなぞ,nazonazo,danh từ,câu đố; sàng; bí ẩn,,riddle; puzzle; enigma,
準える,なぞらえる,nazoraeru,động từ,theo đòi; bắt chước; phỏng; mô phỏng,,to liken to; to compare to,
ね,,ne,trợ từ,đăm; đúng; vuông; đằm,,right?; isn't it?; doesn't it?,
寝,ね,ne,danh từ,giấc hoè; ngủ; théc; ăn nằm,,sleep,
粘々,ねばねば,nebaneba,động từ,dính; nhầy; uỷ mị; nhờn,,sticky; gluey; gummy,
粘り強い,ねばりづよい,nebarizuyoi,tính từ i,cứng cựa; nhẫn nại; bền gan; dẻo dai,,tenacious; persevering; persistent,
強請る,ねだる,nedaru,động từ,cầu khẩn; khẩn cầu; hành khất; nài,,to beg; to pester; to plead,
寝床,ねどこ,nedoko,danh từ,giường; chõng; thảm; bến cảng,,bed; berth; crib,
姉さん,ねえさん,neesan,danh từ,chị gái; chị; tỉ; ả,,older sister; elder sister,
寝返る,ねがえる,negaeru,động từ,phản; bội phản; phản bội; phụ bạc,,to change sides; to double-cross; to betray,
ネガティブ,,negatibu,tính từ na,âm tính; phủ định; âm; ảnh âm,,negative (e.g. thinking),
願わくは,ねがわくは,negawakuha,trạng từ,giả như; giá; phải chi,,I pray; I wish,
葱,ねぎ,negi,danh từ,hành; phi,,Welsh onion (Allium fistulosum); Japanese bunching onion; green onion,
値切る,ねぎる,negiru,động từ,mặc cả; trả giá,,to drive a bargain; to beat down the price; to haggle,
寝言,ねごと,negoto,danh từ,nhảm nhí; tầm bậy; sáo rỗng,,talking in one's sleep; somniloquy,
根掘り葉掘り,ねほりはほり,nehorihahori,cụm từ,chu toàn; tíu tít; đến tận răng; một mực,,inquisitively; pryingly; nosily,
ネイビー,,neibi,danh từ,thuỷ quân; hải quân,,navy,
ネイチャー,,neicha,danh từ,thiên nhiên; thiên tính; thiên tạo; bản chất,,nature,
ネイキッド,,neikiddo,tính từ,khoả thân; trụi; thỗn thện; nuy,,naked,
ネイル,,neiru,danh từ,đinh; móng; móng tay,,nail; fingernail,
螺子,ネジ,neji,danh từ,vít; ốc vít; quỷ tha ma bắt; chìa khoá,,screw,
寝かす,ねかす,nekasu,động từ,rải; đặt ra,,to put to bed; to let sleep,
熱気,ねっき,nekki,danh từ,nhiệt; nhiệt lượng; nhiệt năng; hứng,,heat; hot air,
根っこ,ねっこ,nekko,danh từ,cội; căn thức; căn tố; cội nguồn,,root (of a plant),
ネック,,nekku,danh từ,cổ; trở lực,,neck,
寝転ぶ,ねころぶ,nekorobu,động từ,nằm xuống,,to lie down; to throw oneself down,
猫背,ねこぜ,nekoze,danh từ,rạp,,bent back; hunchback; stoop,
ネーム,,nemu,danh từ,danh tự; danh xưng; quý danh; tên,,name,
眠り,ねむり,nemuri,danh từ,giấc hoè; ngủ; théc; ăn nằm,,sleep; sleeping,
粘土,ねんど,nendo,danh từ,đất sét; sét,,clay,
年月日,ねんがっぴ,nengappi,danh từ,ngày tháng; nhật kì; niên đại; thời điểm,,"date (year, month and day)",
念入り,ねんいり,neniri,tính từ na,kĩ; kĩ càng; chu đáo; chỉn chu,,careful; scrupulous; thorough,
年次,ねんじ,nenji,tính từ,thường niên; rồi; hàng; năm,,annual; yearly,
年会,ねんかい,nenkai,danh từ,hội nghị; hội thảo; buổi họp; đại hội,,conference; annual convention,
年金,ねんきん,nenkin,danh từ,hưu bổng; lương hưu,,annuity; pension,
粘膜,ねんまく,nenmaku,danh từ,màng nhầy; niêm mạc,,mucous membrane; mucosa,
念のため,ねんのため,nennotame,cụm từ,phòng khi,,just to make sure; just to be sure; for confirmation,
年配,ねんぱい,nenpai,danh từ,tuổi; tác; kỉ nguyên; thời đại,,(approximate) age; years,
念力,ねんりき,nenriki,danh từ,nghị lực; ý chí; tâm lực; tín,,willpower; faith,
年始,ねんし,nenshi,danh từ,năm mới; nguyên đán,,beginning of the year; new year,
念頭,ねんとう,nentou,danh từ,tinh thần; tính ý; thần trí; trí óc,,(on one's) mind; heed,
